"590, 318","586, 328","574, 313","569, 322",,
"611, 360","609, 371","593, 355","591, 366",,
"518, 296","514, 306","505, 291","500, 301",,
"654, 320","653, 331","640, 316","637, 327",,
"614, 480","590, 558","465, 433","440, 511",,
"447, 413","414, 489","325, 348","291, 421",,
"690, 471","675, 543","560, 445","542, 521",,
"374, 420","338, 497","274, 357","241, 427",,
"795, 479","783, 551","678, 470","666, 546",,
"572, 301","570, 309","557, 296","554, 304",,
"585, 283","582, 290","573, 278","569, 286",,
"625, 361","624, 369","611, 357","610, 366",,
"564, 247","562, 255","553, 245","550, 252",,
"655, 317","655, 326","644, 315","643, 323",,
"675, 310","675, 317","663, 307","660, 313",,
"671, 380","670, 386","660, 377","659, 383",,
"661, 331","660, 337","651, 329","651, 335",,
"636, 385","623, 424","561, 361","548, 399",,
"505, 372","489, 410","448, 349","432, 384",,
"668, 397","659, 437","600, 381","590, 419",,
"361, 357","342, 396","311, 333","293, 369",,
"726, 430","720, 468","670, 419","663, 459",,
"593, 351","584, 377","544, 335","535, 361",,
"492, 327","482, 352","453, 311","442, 336",,
"616, 385","610, 411","571, 372","564, 398",,
"436, 355","424, 381","403, 341","391, 366",,
"696, 370","694, 397","659, 364","655, 391",,
"630, 370","624, 390","593, 358","587, 377",,
"527, 356","519, 375","498, 346","490, 364",,
"653, 350","649, 369","620, 340","615, 360",,
"472, 352","463, 371","448, 343","440, 362",,
"654, 369","651, 389","627, 363","624, 383",,
"632, 354","628, 369","602, 345","598, 359",,
"626, 279","619, 295","602, 272","596, 285",,
"629, 402","627, 418","602, 394","599, 410",,
"541, 360","534, 373","522, 352","516, 366",,
"697, 361","695, 377","675, 354","673, 370",,
"639, 322","636, 332","619, 317","617, 326",,
"535, 266","531, 275","519, 216","515, 269",,
"664, 406","662, 416","646, 400","644, 411",,
"517, 373","512, 382","504, 368","499, 377",,
"666, 327","665, 337","652, 322","650, 332",,
"676, 358","651, 438","519, 309","493, 385",,
"602, 274","569, 353","476, 228","443, 300",,
"786, 378","770, 453","654, 340","636, 416",,
"464, 220","421, 299","365, 170","325, 241",,
"800, 310","783, 385","687, 278","669, 359",,
"657, 351","655, 358","641, 346","639, 354",,
"620, 277","617, 284","608, 273","605, 279",,
"612, 397","611, 405","598, 392","597, 400",,
"521, 328","519, 336","510, 325","508, 332",,
"700, 320","700, 328","689, 317","688, 324",,
"718, 360","716, 366","705, 356","704, 362",,
"612, 398","611, 404","600, 394","599, 401",,
"596, 360","595, 366","586, 357","586, 363",,
"637, 361","624, 399","561, 335","547, 373",,
"543, 304","526, 341","485, 282","468, 317",,
"640, 384","632, 423","571, 364","563, 403",,
"436, 337","415, 378","388, 320","369, 354",,
"767, 381","760, 420","712, 364","704, 403",,
"640, 347","632, 372","591, 331","583, 355",,
"585, 293","574, 317","547, 279","535, 301",,
"606, 396","600, 421","561, 381","555, 406",,
"500, 362","488, 386","468, 350","457, 373",,
"711, 355","708, 381","674, 345","671, 371",,
"598, 340","592, 358","561, 327","555, 345",,
"603, 277","595, 296","574, 267","566, 285",,
"688, 372","684, 392","653, 361","649, 381",,
"524, 370","516, 388","500, 362","492, 379",,
"721, 390","718, 410","693, 383","691, 402",,
"629, 335","625, 351","600, 326","595, 342",,
"610, 336","604, 351","586, 327","580, 342",,
"627, 338","625, 354","602, 330","598, 346",,
"530, 293","524, 308","510, 285","503, 300",,
"720, 360","717, 376","699, 354","697, 369",,
"626, 337","623, 348","606, 331","603, 342",,
"584, 320","581, 330","568, 315","564, 324",,
"709, 374","707, 385","691, 369","689, 380",,
"532, 300","529, 311","519, 297","515, 305",,
"687, 351","685, 362","673, 346","671, 357",,
"623, 357","598, 440","458, 305","430, 390",,
"550, 294","520, 376","415, 247","385, 324",,
"776, 371","759, 447","645, 336","625, 416",,
"507, 292","469, 376","399, 246","365, 320",,
"771, 329","756, 399","665, 304","649, 380",,
"624, 343","623, 352","610, 339","608, 347",,
"564, 300","562, 307","552, 296","549, 304",,
"555, 335","554, 343","541, 331","540, 339",,
"545, 284","543, 292","534, 281","532, 288",,
"749, 370","747, 378","738, 367","737, 375",,
"612, 335","611, 341","600, 332","599, 338",,
"618, 349","618, 355","608, 346","608, 352",,
"654, 293","654, 298","645, 290","644, 295",,
"598, 360","598, 364","590, 357","590, 362",,
"674, 332","661, 372","597, 307","584, 346",,
"579, 288","561, 326","516, 264","500, 300",,
"671, 374","663, 412","606, 354","597, 393",,
"536, 292","517, 330","485, 272","468, 308",,
"707, 372","700, 409","653, 357","646, 396",,
"640, 311","632, 336","591, 295","582, 319",,
"635, 331","624, 356","594, 316","584, 340",,
"659, 357","655, 383","617, 344","612, 370",,
"611, 281","599, 307","576, 269","565, 293",,
"749, 335","746, 361","713, 326","710, 354",,
"626, 345","621, 364","589, 333","583, 352",,
"579, 342","572, 361","548, 333","541, 350",,
"641, 315","638, 334","609, 305","605, 324",,
"523, 256","515, 275","496, 247","488, 266",,
"702, 376","699, 395","676, 370","673, 389",,
"600, 276","604, 290","630, 266","635, 280",,
"703, 256","710, 271","728, 249","735, 262",,
"639, 430","639, 446","668, 422","669, 438",,
"4, 430","7, 448","42, 417","45, 435",,
"748, 290","756, 303","768, 283","776, 296",,
"652, 236","653, 252","674, 228","675, 244",,
"608, 266","611, 276","628, 260","631, 269",,
"714, 256","719, 265","731, 250","735, 259",,
"701, 307","702, 318","719, 302","720, 312",,
"53, 453","55, 465","77, 444","79, 456",,
"725, 299","729, 308","738, 294","743, 303",,
"575, 309","575, 319","589, 304","590, 314",,
"637, 272","662, 345","783, 222","812, 292",,
"691, 199","727, 269","809, 155","848, 219",,
"538, 336","549, 405","660, 293","675, 364",,
"29, 493","43, 582","207, 435","225, 521",,
"761, 209","804, 274","862, 168","905, 225",,
"478, 344","483, 418","590, 308","598, 386",,
"622, 283","624, 290","637, 278","639, 286",,
"652, 271","656, 278","664, 268","668, 274",,
"620, 360","620, 367","634, 356","634, 364",,
"25, 545","26, 554","40, 541","41, 550",,
"682, 210","686, 218","693, 207","697, 215",,
"601, 284","600, 293","611, 281","612, 289",,
"647, 268","649, 274","659, 264","661, 269",,
"626, 357","626, 363","637, 354","637, 360",,
"62, 548","62, 555","77, 543","78, 550",,
"650, 258","650, 263","660, 254","661, 259",,
"621, 313","621, 318","630, 310","630, 315",,
"95, 471","95, 477","108, 467","108, 473",,
"593, 257","606, 294","668, 231","682, 267",,
"762, 239","782, 274","824, 219","843, 251",,
"659, 354","665, 391","724, 331","730, 367",,
"0, 0","0, 0","0, 0 ","0, 0 ",,
"742, 177","764, 212","794, 158","817, 189",,
"574, 326","577, 364","630, 306","633, 345",,
"607, 246","616, 271","657, 229","667, 253",,
"690, 288","702, 311","731, 274","744, 296",,
"648, 411","651, 436","691, 396","695, 421",,
"75, 464","80, 493","135, 443","140, 471",,
"667, 348","680, 371","700, 336","715, 358",,
"625, 242","628, 267","661, 228","663, 354",,
"626, 261","632, 279","663, 248","671, 267",,
"700, 272","709, 289","731, 262","741, 278",,
"666, 443","668, 462","699, 432","701, 451",,
"3, 448","7, 471","49, 432","54, 454",,
"726, 296","737, 313","752, 288","763, 304",,
"540, 256","542, 276","568, 246","570, 266",,
"692, 363","697, 378","721, 353","726, 368",,
"757, 319","763, 333","781, 310","788, 324",,
"624, 364","627, 380","650, 357","654, 372",,
"769, 306","776, 321","789, 298","796, 313",,
"626, 254","629, 270","647, 248","650, 264",,
"661, 368","664, 378","680, 362","683, 372",,
"718, 325","722, 335","733, 319","738, 329",,
"634, 368","636, 378","651, 363","653, 374",,
"709, 317","714, 327","723, 313","727, 322",,
"591, 291","593, 301","604, 285","606, 296",,
"626, 388","650, 459","767, 342","792, 413",,
"715, 278","747, 353","835, 227","864, 295",,
"552, 399","569, 472","686, 366","705, 441",,
"839, 253","876, 328","942, 198","977, 268",,
"485, 395","497, 471","605, 375","620, 456",,
"647, 378","676, 386","689, 373","691, 382",,
"689, 316","692, 325","701, 312","705, 321",,
"571, 377","572, 386","584, 373","586, 382",,
"786, 368","789, 377","798, 366","800, 374",,
"476, 346","478, 355","488, 342","489, 352",,
"698, 369","700, 375","710, 366","712, 372",,
"647, 380","648, 386","658, 376","659, 383",,
"698, 340","699, 345","708, 337","709, 342",,
"664, 364","665, 370","673, 362","674, 367",,
"637, 355","649, 388","706, 330","718, 366",,
"794, 362","810, 399","853, 339","870, 373",,
"583, 349","592, 387","652, 330","662, 368",,
"720, 291","739, 327","769, 269","786, 302",,
"514, 391","520, 430","570, 377","578, 317",,
"639, 364","647, 387","684, 350","692, 373",,
"775, 333","785, 357","815, 318","826, 342",,
"589, 320","595, 344","633, 306","639, 332",,
"763, 333","774, 356","795, 319","807, 342",,
"598, 390","600, 414","632, 382","635, 408",,
"694, 372","700, 391","731, 360","737, 379",,
"709, 342","718, 360","739, 330","747, 349",,
"612, 350","616, 368","645, 340","649, 359",,
"755, 309","765, 327","780, 299","788, 317",,
"609, 322","612, 342","635, 315","639, 335",,
"638, 325","642, 339","667, 316","671, 331",,
"698, 336","704, 350","722, 328","728, 342",,
"572, 328","574, 343","598, 320","600, 336",,
"754, 328","761, 342","775, 322","781, 335",,
"582, 369","584, 384","602, 363","605, 378",,
"666, 316","669, 325","686, 310","689, 320",,
"687, 341","691, 351","703, 337","707, 345",,
"623, 363","624, 374","640, 359","641, 369",,
"773, 343","777, 353","788, 339","792, 347",,
"583, 415","584, 425","597, 410","598, 421",,
"641, 310","664, 387","793, 265","818, 341",,
"675, 220","705, 290","790, 182","820, 246",,
"520, 299","532, 375","660, 263","675, 342",,
"798, 193","833, 268","896, 161","929, 228",,
"398, 252","405, 333","527, 227","537, 314",,
"671, 312","672, 320","687, 309","688, 316",,
"674, 362","677, 369","686, 358","688, 365",,
"621, 376","621, 383","634, 372","634, 380",,
"707, 269","710, 277","719, 266","721, 273",,
"570, 366","570, 373","581, 362","581, 370",,
"624, 315","625, 322","636, 312","638, 318",,
"652, 396","652, 403","663, 393","663, 400",,
"632, 346","632, 351","641, 343","641, 349",,
"650, 299","661, 336","723, 277","735, 314",,
"733, 276","749, 312","792, 258","807, 291",,
"627, 281","632, 320","696, 263","703, 302",,
"814, 271","832, 307","862, 255","879, 289",,
"527, 350","531, 389","583, 336","587, 376",,
"659, 304","667, 328","708, 290","715, 314",,
"748, 289","758, 312","789, 277","798, 299",,
"627, 341","631, 365","671, 327","676, 353",,
"793, 287","805, 311","828, 276","839, 299",,
"592, 353","593, 379","628, 343","630, 370",,
"639, 295","644, 313","675, 284","680, 303",,
"665, 306","673, 325","695, 297","703, 315",,
"602, 334","604, 353","636, 325","638, 345",,
"727, 349","735, 367","753, 341","760, 359",,
"578, 372","579, 391","604, 365","606, 385",,
"664, 321","669, 337","694, 311","699, 327",,
"692, 349","698, 364","716, 341","722, 356",,
"635, 383","638, 398","661, 374","665, 391",,
"799, 344","806, 360","819, 337","825, 352",,
"591, 354","593, 370","612, 348","615, 365",,
"639, 306","642, 317","659, 300","662, 311",,
"690, 318","694, 328","706, 313","711, 322",,
"669, 360","671, 371","687, 355","689, 366",,
"762, 296","766, 306","775, 291","780, 301",,
"626, 320","627, 331","640, 316","643, 327",,
"666, 480","690, 558","815, 433","840, 511",,
"833, 413","866, 489","955, 348","989, 421",,
"590, 471","605, 543","720, 445","738, 521",,
"906, 420","942, 497","1006, 357","1039, 427",,
"485, 479","497, 551","602, 470","614, 546",,
"708, 301","710, 309","723, 296","726, 304",,
"695, 283","698, 290","707, 278","711, 286",,
"655, 361","656, 369","669, 357","670, 366",,
"716, 247","718, 255","727, 245","730, 252",,
"625, 317","625, 326","636, 315","637, 323",,
"605, 310","605, 317","617, 307","620, 313",,
"609, 380","610, 386","620, 377","621, 383",,
"619, 331","620, 337","629, 329","629, 335",,
"644, 385","657, 424","719, 361","732, 399",,
"775, 372","791, 410","832, 349","848, 384",,
"612, 397","621, 437","680, 381","690, 419",,
"919, 357","938, 396","969, 333","987, 369",,
"554, 430","560, 468","610, 419","617, 459",,
"687, 351","696, 377","736, 335","745, 361",,
"788, 327","798, 352","827, 311","838, 336",,
"664, 385","670, 411","709, 372","716, 398",,
"844, 355","856, 381","877, 341","889, 366",,
"584, 370","586, 397","621, 364","625, 391",,
"650, 370","656, 390","687, 358","693, 377",,
"753, 356","761, 375","782, 346","790, 364",,
"627, 350","631, 369","660, 340","665, 360",,
"808, 352","817, 371","832, 343","840, 362",,
"626, 369","629, 389","653, 363","656, 383",,
"648, 354","652, 369","678, 345","682, 359",,
"654, 279","661, 295","678, 272","684, 285",,
"651, 402","653, 418","678, 394","681, 410",,
"739, 360","746, 373","758, 352","764, 366",,
"583, 361","585, 377","605, 354","607, 370",,
"641, 322","644, 332","661, 317","663, 326",,
"745, 266","749, 275","761, 216","765, 269",,
"616, 406","618, 416","634, 400","636, 411",,
"763, 373","768, 382","776, 368","781, 377",,
"614, 327","615, 337","628, 322","630, 332",,
"604, 358","629, 438","761, 309","787, 385",,
"678, 274","711, 353","804, 228","837, 300",,
"494, 378","510, 453","626, 340","644, 416",,
"816, 220","859, 299","915, 170","955, 241",,
"480, 310","497, 385","593, 278","611, 359",,
"623, 351","625, 358","639, 346","641, 354",,
"660, 277","663, 284","672, 273","675, 279",,
"668, 397","669, 405","682, 392","683, 400",,
"759, 328","761, 336","770, 325","772, 332",,
"580, 320","580, 328","591, 317","592, 324",,
"562, 360","564, 366","575, 356","576, 362",,
"668, 398","669, 404","680, 394","681, 401",,
"684, 360","685, 366","694, 357","694, 363",,
"643, 361","656, 399","719, 335","733, 373",,
"737, 304","754, 341","795, 282","812, 317",,
"640, 384","648, 423","709, 364","717, 403",,
"844, 337","865, 378","892, 320","911, 354",,
"513, 381","520, 420","568, 364","576, 403",,
"640, 347","648, 372","689, 331","697, 355",,
"695, 293","706, 317","733, 279","745, 301",,
"674, 396","680, 421","719, 381","725, 406",,
"780, 362","792, 386","812, 350","823, 373",,
"569, 355","572, 381","606, 345","609, 371",,
"682, 340","688, 358","719, 327","725, 345",,
"677, 277","685, 296","706, 267","714, 285",,
"592, 372","596, 392","627, 361","631, 381",,
"756, 370","764, 388","780, 362","788, 379",,
"559, 390","562, 410","587, 383","589, 402",,
"651, 335","655, 351","680, 326","685, 342",,
"670, 336","676, 351","694, 327","700, 342",,
"653, 338","655, 354","678, 330","682, 346",,
"750, 293","756, 308","770, 285","777, 300",,
"560, 360","563, 376","581, 354","583, 369",,
"654, 337","657, 348","674, 331","677, 342",,
"696, 320","699, 330","712, 315","716, 324",,
"571, 374","573, 385","589, 369","591, 380",,
"748, 300","751, 311","761, 297","765, 305",,
"593, 351","595, 362","607, 346","609, 357",,
"657, 357","682, 440","822, 305","850, 390",,
"730, 294","760, 376","865, 247","895, 324",,
"504, 371","521, 447","635, 336","655, 416",,
"773, 292","811, 376","881, 246","915, 320",,
"509, 329","524, 399","615, 304","631, 380",,
"656, 343","657, 352","670, 339","672, 347",,
"716, 300","718, 307","728, 296","731, 304",,
"725, 335","726, 343","739, 331","740, 339",,
"735, 284","737, 292","746, 281","748, 288",,
"531, 370","533, 378","542, 367","543, 375",,
"668, 335","669, 341","680, 332","681, 338",,
"662, 349","662, 355","672, 346","672, 352",,
"626, 293","626, 298","635, 290","636, 295",,
"682, 360","682, 364","690, 357","690, 362",,
"606, 332","619, 372","683, 307","696, 346",,
"701, 288","719, 326","764, 264","780, 300",,
"609, 374","617, 412","674, 354","683, 393",,
"744, 292","763, 330","795, 272","812, 308",,
"573, 372","580, 409","627, 357","634, 396",,
"640, 311","648, 336","689, 295","698, 319",,
"645, 331","656, 356","686, 316","696, 340",,
"621, 357","625, 383","663, 344","668, 370",,
"669, 281","681, 307","704, 269","715, 293",,
"531, 335","534, 361","567, 326","570, 354",,
"654, 345","659, 364","691, 333","697, 352",,
"701, 342","708, 361","732, 333","739, 350",,
"639, 315","642, 334","671, 305","675, 324",,
"757, 256","765, 275","784, 247","792, 266",,
"578, 376","581, 395","604, 370","607, 389",,
"700, 289","692, 302","674, 272","666, 284",,
"606, 243","595, 255","585, 230","574, 241",,
"623, 428","618, 443","597, 413","591, 427",,
"1236, 592","1228, 609","1203, 570","1195, 587",,
"554, 264","543, 275","536, 253","525, 263",,
"660, 237","655, 252","641, 224","636, 239",,
"695, 277","690, 287","677, 266","672, 275",,
"594, 240","588, 248","581, 231","574, 238",,
"595, 293","592, 303","579, 283","575, 293",,
"1183, 602","1178, 613","1162, 587","1157, 598",,
"574, 278","567, 286","562, 271","555, 277",,
"716, 328","712, 337","703, 319","700, 328",,
"665, 275","623, 339","538, 189","492, 250",,
"631, 190","579, 248","529, 119","477, 169",,
"744, 363","716, 426","638, 290","605, 354",,
"1194, 647","1162, 720","1038, 546","1002, 618",,
"562, 184","504, 234","476, 118","421, 161",,
"801, 387","775, 456","703, 324","675, 395",,
"677, 290","673, 297","664, 281","660, 288",,
"651, 271","646, 277","640, 264","636, 270",,
"659, 365","657, 372","647, 357","644, 365",,
"1185, 698","1180, 705","1173, 690","1169, 698",,
"638, 204","633, 211","627, 199","623, 205",,
"697, 298","695, 306","688, 292","686, 299",,
"657, 269","654, 274","647, 262","643, 267",,
"654, 360","652, 366","644, 355","642, 361",,
"1149, 691","1147, 698","1135, 682","1133, 689",,
"657, 258","655, 263","648, 252","645, 257",,
"670, 319","670, 324","662, 314","660, 319",,
"1137, 608","1136, 614","1126, 601","1124, 607",,
"712, 272","691, 305","646, 229","624, 260",,
"552, 211","525, 240","498, 176","473, 202",,
"622, 348","608, 382","566, 311","551, 344",,
"1229, 623","1212, 666","1174, 587","1154, 628",,
"588, 157","559, 184","542, 125","514, 150",,
"712, 344","699, 379","663, 311","650, 347",,
"700, 258","687, 279","656, 229","642, 250",,
"609, 277","592, 296","573, 255","557, 272",,
"619, 407","609, 431","580, 382","571, 405",,
"1158, 606","1145, 633","1106, 571","1094, 597",,
"618, 341","598, 359","587, 322","569, 338",,
"685, 250","675, 274","-4967, 228","644, 252",,
"679, 267","668, 284","646, 246","635, 261",,
"604, 259","591, 274","577, 242","564, 256",,
"593, 434","585, 451","564, 414","557, 432",,
"1233, 610","1223, 630","1191, 583","1182, 603",,
"573, 276","558, 289","550, 261","537, 274",,
"763, 285","756, 304","739, 269","731, 288",,
"588, 349","580, 362","562, 333","554, 346",,
"538, 289","528, 302","516, 275","507, 288",,
"654, 268","647, 382","630, 354","623, 368",,
"529, 274","518, 287","511, 262","501, 274",,
"681, 261","674, 276","662, 250","655, 265",,
"618, 362","612, 371","600, 352","595, 361",,
"574, 306","567, 314","559, 296","553, 306",,
"644, 369","639, 379","628, 360","624, 370",,
"584, 301","576, 309","571, 293","565, 301",,
"706, 305","701, 315","693, 297","689, 307",,
"646, 391","605, 454","522, 309","479, 371",,
"587, 260","539, 325","486, 181","439, 239",,
"714, 421","679, 487","594, 353","556, 421",,
"476, 204","421, 269","389, 125","338, 184",,
"780, 433","748, 503","670, 383","634, 459",,
"602, 368","598, 375","589, 361","585, 368",,
"603, 305","599, 312","592, 299","588, 305",,
"702, 394","699, 402","690, 388","687, 395",,
"496, 330","491, 337","486, 325","482, 332",,
"802, 389","798, 396","792, 382","788, 390",,
"581, 353","578, 359","570, 348","567, 353",,
"628, 377","625, 383","618, 371","616, 377",,
"589, 326","586, 330","580, 320","577, 325",,
"615, 358","613, 363","607, 353","605, 358",,
"644, 355","624, 385","584, 314","563, 345",,
"491, 322","466, 353","439, 285","415, 314",,
"697, 364","679, 398","635, 328","617, 363",,
"580, 272","553, 303","539, 239","513, 267",,
"754, 423","737, 459","703, 394","685, 431",,
"639, 365","625, 385","599, 339","586, 359",,
"516, 298","499, 319","481, 274","465, 294",,
"700, 334","688, 357","660, 310","648, 333",,
"528, 302","511, 322","500, 280","484, 299",,
"673, 399","664, 422","642, 384","633, 407",,
"584, 358","574, 374","552, 336","541, 354",,
"578, 324","565, 340","552, 306","540, 321",,
"669, 357","661, 374","640, 339","631, 357",,
"542, 280","529, 296","520, 265","508, 281",,
"680, 331","673, 348","656, 318","648, 337",,
"651, 326","644, 339","625, 311","618, 324",,
"589, 321","580, 333","568, 308","559, 320",,
"715, 347","708, 361","690, 332","684, 347",,
"537, 299","528, 311","519, 288","510, 300",,
"693, 384","687, 398","674, 372","669, 387",,
"626, 310","621, 319","607, 300","603, 308",,
"600, 330","593, 337","585, 321","580, 328",,
"655, 368","651, 377","640, 359","636, 368",,
"515, 309","509, 317","503, 302","497, 308",,
"680, 428","677, 437","668, 419","665, 429",,
"651, 310","610, 378","517, 229","473, 296",,
"642, 215","594, 275","541, 149","496, 204",,
"771, 331","740, 401","646, 263","611, 333",,
"529, 159","478, 220","443, 101","395, 156",,
"900, 317","874, 394","784, 261","753, 342",,
"622, 307","619, 312","608, 298","605, 304",,
"606, 353","602, 358","597, 348","592, 352",,
"654, 380","652, 387","642, 374","641, 381",,
"598, 256","594, 261","589, 250","585, 256",,
"706, 383","704, 390","697, 377","694, 385",,
"666, 321","664, 326","655, 314","653, 320",,
"618, 392","617, 398","609, 386","607, 392",,
"650, 348","650, 353","642, 343","641, 349",,
"646, 298","626, 331","580, 259","560, 292",,
"572, 255","547, 286","519, 222","496, 251",,
"673, 287","657, 322","611, 252","594, 288",,
"494, 229","468, 258","450, 202","427, 230",,
"752, 380","738, 417","701, 352","686, 389",,
"636, 300","623, 322","592, 275","580, 296",,
"554, 262","538, 283","517, 241","502, 261",,
"658, 344","647, 368","618, 320","607, 345",,
"511, 250","494, 270","479, 231","464, 250",,
"689, 366","680, 390","656, 347","646, 372",,
"658, 297","648, 313","625, 278","616, 295",,
"629, 301","617, 317","602, 286","592, 300",,
"713, 345","675, 363","653, 327","645, 345",,
"558, 327","546, 342","534, 313","523, 328",,
"697, 387","691, 406","673, 374","666, 393",,
"627, 316","617, 330","600, 300","592, 313",,
"591, 336","582, 349","571, 322","562, 334",,
"639, 383","631, 397","616, 369","608, 383",,
"490, 303","479, 316","474, 292","463, 304",,
"689, 367","682, 381","669, 356","663, 371",,
"655, 308","649, 318","637, 298","632, 307",,
"601, 306","596, 314","588, 397","582, 306",,
"612, 352","606, 363","596, 343","591, 353",,
"538, 266","532, 275","527, 259","521, 267",,
"664, 325","659, 335","652, 318","647, 327",,
"582, 469","541, 537","451, 386","409, 453",,
"440, 361","386, 424","338, 268","288, 328",,
"659, 480","626, 545","541, 422","505, 489",,
"367, 349","312, 414","288, 262","238, 321",,
"758, 516","727, 581","650, 476","617, 546",,
"589, 285","585, 293","576, 278","572, 285",,
"606, 271","601, 277","595, 265","591, 271",,
"624, 357","621, 364","613, 351","610, 358",,
"595, 231","590, 238","586, 226","582, 233",,
"665, 322","663, 331","655, 318","653, 326",,
"986, 321","683, 327","676, 314","673, 321",,
"664, 387","662, 394","655, 382","652, 389",,
"668, 337","665, 343","659, 332","657, 338",,
"629, 383","606, 418","563, 340","541, 374",,
"506, 337","482, 369","456, 299","433, 330",,
"657, 404","638, 439","595, 370","576, 405",,
"371, 284","343, 317","329, 249","302, 280",,
"705, 450","689, 485","654, 424","637, 461",,
"596, 339","581, 362","553, 311","538, 334",,
"505, 290","489, 311","471, 265","455, 286",,
"610, 378","597, 401","570, 354","557, 377",,
"444, 302","426, 324","416, 280","398, 302",,
"691, 385","681, 409","657, 369","647, 394",,
"628, 397","617, 384","595, 346","584, 363",,
"531, 327","519, 343","507, 310","494, 325",,
"655, 354","646, 371","625, 336","616, 354",,
"479, 309","466, 325","459, 294","446, 309",,
"651, 373","642, 391","627, 360","618, 378",,
"634, 352","625, 366","607, 336","599, 349",,
"647, 278","637, 291","625, 265","617, 276",,
"618, 398","611, 413","594, 383","586, 397",,
"545, 333","534, 346","527, 322","517, 333",,
"696, 376","688, 391","675, 363","668, 378",,
"649, 323","643, 332","631, 312","625, 321",,
"563, 242","556, 250","548, 233","543, 240",,
"651, 410","646, 420","634, 400","630, 410",,
"518, 340","512, 349","506, 333","500, 340",,
"674, 334","669, 344","661, 326","656, 335",,
"674, 367","630, 438","536, 280","491, 347",,
"624, 267","574, 334","515, 190","465, 251",,
"777, 415","741, 483","659, 344","622, 414",,
"507, 178","444, 245","423, 105","365, 163",,
"806, 352","771, 421","707, 294","668, 367",,
"658, 355","654, 362","645, 348","641, 354",,
"642, 274","637, 280","631, 268","627, 273",,
"604, 388","599, 396","592, 381","588, 388",,
"533, 299","529, 305","524, 293","519, 299",,
"709, 337","705, 344","699, 331","695, 338",,
"715, 379","712, 385","704, 373","701, 378",,
"603, 389","600, 395","594, 383","590, 389",,
"597, 348","595, 354","589, 343","587, 349",,
"636, 360","613, 394","570, 316","547, 348",,
"561, 281","535, 312","510, 245","485, 273",,
"633, 383","615, 418","573, 347","554, 381",,
"448, 285","419, 318","407, 256","380, 284",,
"757, 413","739, 448","708, 382","691, 418",,
"644, 347","628, 370","600, 319","586, 340",,
"605, 280","587, 301","570, 257","554, 276",,
"598, 385","585, 409","558, 360","546, 382",,
"505, 325","486, 346","477, 306","459, 325",,
"710, 373","700, 397","677, 354","667, 378",,
"605, 330","593, 346","573, 307","561, 323",,
"627, 271","613, 386","601, 253","588, 267",,
"683, 384","673, 402","652, 365","642, 382",,
"526, 339","514, 354","504, 325","492, 339",,
"711, 410","703, 428","685, 395","677, 414",,
"636, 334","627, 348","610, 317","601, 330",,
"617, 328","607, 342","596, 315","586, 326",,
"633, 336","626, 350","610, 322","603, 336",,
"551, 266","541, 279","533, 254","524, 266",,
"717, 381","710, 395","699, 369","692, 384",,
"631, 335","626, 344","615, 323","609, 332",,
"596, 307","590, 316","582, 298","575, 306",,
"702, 391","698, 401","687, 382","682, 391",,
"551, 275","545, 283","540, 267","540, 267",,
"687, 363","683, 373","675, 355","670, 365",,
"624, 353","577, 426","478, 261","430, 333",,
"570, 273","519, 344","451, 194","404, 259",,
"769, 406","732, 474","651, 338","612, 409",,
"529, 261","470, 331","437, 187","385, 250",,
"774, 363","742, 428","678, 312","644, 381",,
"630, 340","625, 347","617, 332","612, 338",,
"582, 282","577, 289","571, 275","567, 282",,
"564, 314","560, 321","553, 307","549, 313",,
"568, 262","563, 269","558, 256","554, 261",,
"743, 398","738, 405","733, 391","729, 399",,
"619, 329","615, 334","609, 323","605, 327",,
"623, 344","619, 349","613, 338","610, 343",,
"671, 299","669, 303","664, 294","661, 297",,
"600, 349","598, 353","593, 344","591, 348",,
"680, 342","658, 376","613, 299","591, 331",,
"599, 274","573, 306","546, 236","520, 265",,
"666, 382","648, 416","609, 346","590, 380",,
"556, 268","529, 299","513, 235","487, 265",,
"701, 390","685, 423","655, 361","637, 395",,
"653, 313","638, 334","609, 284","595, 305",,
"642, 331","625, 351","607, 307","591, 326",,
"659, 363","647, 385","623, 339","610, 361",,
"631, 277","614, 297","602, 256","585, 275",,
"751, 365","741, 388","720, 347","709, 371",,
"630, 342","620, 359","598, 322","587, 337",,
"586, 327","573, 343","559, 310","547, 324",,
"653, 317","644, 334","625, 299","615, 316",,
"553, 229","541, 245","530, 215","518, 230",,
"696, 391","688, 410","672, 378","664, 397",,
"580, 289","588, 302","606, 272","614, 284",,
"674, 243","685, 255","695, 230","706, 241",,
"657, 428","662, 443","683, 413","689, 427",,
"44, 592","52, 609","77, 570","85, 587",,
"726, 264","737, 275","744, 253","755, 263",,
"620, 237","625, 252","639, 224","644, 239",,
"585, 277","590, 287","603, 266","608, 275",,
"686, 240","692, 248","699, 231","706, 238",,
"685, 293","688, 303","701, 283","705, 293",,
"97, 602","102, 613","118, 587","123, 598",,
"706, 278","713, 286","718, 271","725, 277",,
"564, 328","568, 337","577, 319","580, 328",,
"615, 275","657, 339","742, 189","788, 250",,
"649, 190","701, 248","751, 119","803, 169",,
"536, 363","564, 426","642, 290","675, 354",,
"86, 647","118, 720","242, 546","278, 618",,
"718, 184","776, 234","804, 118","859, 161",,
